,Id,Title,Date,DateAcquired
47632,1764,[no title: p. 250],1970,1975
46886,1148,Caerphilly,1971,1975
47171,1416,[no title],1972,1975
47867,2043,Alcheringa 1 - Fire,1971,1975
47868,2043,Alcheringa 2 - Air,1971,1975
47046,1380,Bridge,1971,1975
44571,1318,"Orange, Pink",1971,1975
44842,1763,Select-o-Mat Tempest II,1972,1975
46745,873,Interior: Evening,1970,1975
47565,1744,Abstract,1971,1975
48532,1369,"Pineapple House, Stirling",1971,1975
44572,1318,Orange-Pink-Green,1971,1975
47386,1730,‘We beg your acceptance of this elegant thimble’,1970,1975
47634,1764,[no title: p. 269],1970,1975
44843,1763,Spectrocoupling,1972,1975
44844,1763,Spectrocoupling,1972,1975
47638,1764,[no title: p. 292],1970,1975
47566,1744,Linear Development A,1971,1975
46893,1210,[title not known],1972,1975
48353,1084,Fritillaries,1972,1975
44577,1511,Koan-Cuts I,1971,1975
44578,1511,Koan-Cuts II,1971,1975
48355,1084,The Lamp,1972,1975
44579,1511,Koan-Cuts III,1971,1975
48674,1800,Northern Lass (from Europaeische Graphik VII),1971,1975
44564,1318,Grey / Blue,1971,1975
44773,1282,Aftermath,1971,1975
47658,1773,4,1970,1975
44565,1318,"Pale Yellow, Pink and Brown",1971,1975
47898,2075,1,1971,1975
44841,1763,Select-o-Mat Tempest I,1972,1975
44839,1763,Impeller,1972,1975
47639,1764,[no title: p. 293],1970,1975
46747,873,Interior: Morning,1970,1975
44760,1100,What Can the Poor Apache Do,1971,1975
46746,873,Interior: Noon,1970,1975
46888,1148,Fortress,1971,1975
44794,1499,Equinox (trial proof),1972,1975
48354,1084,Ivy,1972,1975
47213,1462,A Battle with some Wine Skins,1972,1975
48352,1084,Figs,1972,1975
44793,1499,Equinox (trial proof),1972,1975
44566,1318,Red Black on Grey,1971,1975
44795,1499,Summer (trial proof),1972,1975
47162,1416,The Adding Machine,1972,1975
46887,1148,Deal,1971,1975
47176,1416,[no title],1972,1975
44567,1318,Red Black on Pink,1971,1975
46892,1210,[title not known],1972,1975
47023,1312,Green A,1972,1975
44568,1318,Brown Black on Pink,1971,1975
44527,1255,Untitled (Blue Landscape),1971,1975
47266,1673,Africa 1,1970,1975
44569,1318,Grey / Blue on Pink,1971,1975
44838,1763,Impeller,1972,1975
44840,1763,Select-o-Mat Corolla,1972,1975
44759,1100,When Attitude Offend Form,1971,1975
47899,2075,2,1971,1975
44756,1100,Grate,1971,1975
47660,1773,6,1970,1975
44640,1959,III,1972,1975
47644,1764,[no title: p. 324],1970,1975
44639,1959,II,1972,1975
47643,1764,[no title: p. 307],1970,1975
44440,877,Studio 7,1971,1975
47642,1764,[no title: p. 301],1970,1975
44442,877,Marine IV,1971,1975
44441,877,Marine,1971,1975
44580,1511,Koan-Cuts IV,1971,1975
44460,1124,Man and Horse IV,1971,1975
47792,1984,Spartan Sun Box I,1971,1975
47872,2043,"Transparency, Snapshot",1971,1975
47871,2043,"Transparency, Clip-o-Matic Breast",1971,1975
47870,2043,Let a Thousand Parks Bloom,1971,1975
47904,2075,7,1971,1975
44638,1959,I,1972,1975
47869,2043,Alcheringa 4 - Earth,1971,1975
44637,1959,Frontispiece,1972,1975
48398,1124,The Three Riders,1972,1975
44645,1959,VIII,1972,1975
47641,1764,[no title: p. 300],1970,1975
47990,2154,Harrison Wharf,1972,1975
47640,1764,[no title: p. 297],1970,1975
47650,1769,Yellow and Red Spaceframe,1970,1975
44641,1959,IV,1972,1975
44642,1959,V,1972,1975
44757,1100,Joke Ink Blot,1971,1975
44889,1764,[no title],1971,1975
44797,1499,Winter (trial proof),1972,1975
44887,1764,[no title],1971,1975
44886,1764,[no title],1971,1975
47704,1774,[title not known],1972,1975
47648,1769,Roundabout,1970,1975
44890,1764,[no title],1971,1975
48461,1210,White Vase,1972,1975
44891,1764,[no title],1971,1975
44644,1959,VII,1972,1975
48519,1315,Philemon,1971,1975
47647,1769,"River in Red, Yellow and Blue",1970,1975
47655,1773,1,1970,1975
47656,1773,2,1970,1975
44892,1764,[no title],1971,1975
47567,1744,Untitled,1971,1975
44758,1100,60’s Dish,1971,1975
48531,1369,"The Aviary, Dropmore",1971,1975
44438,877,Studio 5,1971,1975
44439,877,Studio 6,1971,1975
44643,1959,VI,1972,1975
47657,1773,3,1970,1975
47659,1773,5,1970,1975
47012,1312,Circle E,1971,1975
44964,2017,Little Squares,1969,1975
47384,1730,‘You ought to be ashamed of yourself’,1970,1975
45069,1659,Sculptural Objects,1949,1975
48802,2015,San Francisco,1966,1975
48727,1840,Marathon,1966,1975
48728,1840,Standing Group,1966,1975
48729,1840,Pilot,1966,1975
48779,1935,Gas Chamber,1966,1975
48724,1840,Dance,1966,1975
48778,1935,Man Mad with Fear,1966,1975
48803,2015,Vancouver,1966,1975
48798,2015,Great Australian Bight,1966,1975
48782,1935,Dying Man,1966,1975
48783,1935,Woman Crying over Dead Child,1966,1975
48799,2015,Hawaii,1966,1975
48800,2015,Pacific,1966,1975
48777,1935,Dying Mother and Child,1966,1975
48780,1935,Burning Woman,1966,1975
48726,1840,Four Figures,1966,1975
48801,2015,Samoa,1966,1975
48723,1840,Big Man,1966,1975
48725,1840,Discus,1966,1975
48775,1935,Brother and Sister,1966,1975
44928,1819,Still Life,1966,1975
47542,1744,Points of Contact No. 9,1966,1975
46869,1009,Tool Box 2,1966,1975
46868,1009,Tool Box 1,1966,1975
46876,1009,Tool Box 9,1966,1975
46706,785,Output,1966,1975
46997,1312,Dial Set Six,1966,1975
46996,1312,Dial Set Five,1966,1975
46873,1009,Tool Box 6,1966,1975
46995,1312,Dial Set Four,1966,1975
46994,1312,Dial Set Three,1966,1975
46875,1009,Tool Box 8,1966,1975
46993,1312,Dial Set Two,1966,1975
45058,1038,The Band,1949,1975
46874,1009,Tool Box 7,1966,1975
45423,1659,Figures in Settings,1949,1975
45066,1488,The King of Hearts,1949,1975
45424,1659,Standing Figures,1949,1975
45068,1593,The Dancer,1949,1975
45053,803,The Bird,1949,1975
46992,1312,Dial Set One,1966,1975
44425,1659,Figures in Settings (trial proof),1949,1975
46870,1009,Tool Box 3,1966,1975
48776,1935,Adonai,1966,1975
47540,1744,Points of Contact No. 10,1966,1975
45074,1822,The Circus,1947,1975
47820,2043,New York Decals 3 and 4,1967,1975
47438,1738,[no title],1967,1975
45071,1689,Harvesting,1947,1975
47821,2043,Rank 1,1967,1975
45082,2086,Arizona Cowboys,1947,1975
47822,2043,Rank 2,1967,1975
46729,873,Coloured Still Life,1967,1975
47823,2043,Rank 3,1967,1975
45081,2074,Holiday,1947,1975
47483,1738,[no title],1967,1975
45056,948,Cargo Ship in Sète,1947,1975
47484,1738,[no title],1967,1975
45079,2056,This England,1947,1975
45057,989,Minnesota,1947,1975
47437,1738,[no title],1967,1975
47436,1738,[no title],1967,1975
47435,1738,[no title],1967,1975
46732,873,The Letter,1967,1975
47490,1738,[no title],1967,1975
47541,1744,Variation of Points of Contact No. 9,1966,1975
46730,873,Earthenware,1967,1975
47419,1738,Illumination and the Eye,1967,1975
47539,1744,Points of Contact No. 8,1966,1975
48774,1935,Woman Shielding her Child,1966,1975
44927,1819,Frogs,1966,1975
48781,1935,Resigned Woman,1966,1975
47429,1738,[no title],1967,1975
47428,1738,[no title],1967,1975
47427,1738,The Silken World of Michelangelo,1967,1975
46733,873,Sweet Bowl,1967,1975
47425,1738,Memory Core Units,1967,1975
47424,1738,High Life,1967,1975
45073,1767,Composition,1948,1975
46734,873,Weekend Cabin,1967,1975
47423,1738,Formica-Formikel,1967,1975
47422,1738,Ernie and T.T. at St Louis Airport,1967,1975
47421,1738,Donald Duck Meets Mondrian,1967,1975
47491,1738,[no title],1967,1975
44426,1916,The Harbour,1948,1975
47420,1738,Cover for a Journal,1967,1975
47824,2043,Sky 1,1967,1975
47426,1738,Secrets of Internal Combustion Engine,1967,1975
47434,1738,[no title],1967,1975
47661,1774,Penybont Ford Congregational Church,1966,1975
47087,1416,Kenneth Rexroth,1966,1975
47784,1919,Looking Glass No. 7,1966,1975
47317,1708,Swimmer,1966,1975
47316,1708,Girls,1966,1975
47315,1708,Cross,1966,1975
47314,1708,Camp,1966,1975
47313,1708,Still Life,1966,1975
47312,1708,Lighthouse,1966,1975
47311,1708,Figures,1966,1975
47310,1708,Descent,1966,1975
47818,2043,Ziggurat 7,1966,1975
47817,2043,Ziggurat 6,1966,1975
48283,880,Figure I,1966,1975
46821,997,Suite 66 III,1966,1975
47802,2005,Tall One,1966,1975
46822,997,Suite 66 IV,1966,1975
47801,2005,Four at the Centre,1966,1975
47800,2005,Extended Yellow,1966,1975
47786,1919,Looking Glass No. 9,1966,1975
47785,1919,Looking Glass No. 8,1966,1975
46826,997,Suite 66 VIII,1966,1975
46823,997,Suite 66 V,1966,1975
47202,1462,1. Arrival of the Mandarin,1966,1975
47204,1462,3. Entrance of the Things,1966,1975
48671,1774,Bethesda Chapel,1966,1975
44807,1708,By the River,1966,1975
44808,1708,Disguise,1966,1975
44809,1708,Glenrowan,1966,1975
44810,1708,Kelly,1966,1975
48668,1774,Dylwyn Church,1966,1975
47780,1919,Looking Glass No. 3,1966,1975
48576,1645,Moldavian Nude,1966,1975
47779,1919,Looking Glass No. 2,1966,1975
47778,1919,Looking Glass No. 1,1966,1975
46666,676,Seated Figure,1966,1975
47229,1513,Winter,1966,1975
47228,1513,Autumn,1966,1975
47227,1513,Summer,1966,1975
47226,1513,Spring,1966,1975
48549,1503,Axial Image,1966,1975
47207,1462,6. Liebestod,1966,1975
47206,1462,5. Strong Motion,1966,1975
47205,1462,4. Embrace,1966,1975
47203,1462,2. Chase,1966,1975
46877,1009,Tool Box 10,1966,1975
46824,997,Suite 66 VI,1966,1975
46663,676,Head of G.B.,1966,1975
46871,1009,Tool Box 4,1966,1975
47083,1416,Fifties Grand Swank (Morton Feldman),1966,1975
47736,1852,Underground with Fraser,1966,1975
47735,1852,Fraser,1966,1975
47734,1852,Underground with Two Frasers,1966,1975
47733,1852,Map with Fraser,1966,1975
45425,1659,Two Standing Figures with Studies on the Left,1950,1975
47084,1416,Charles Olson,1966,1975
47086,1416,Hail Thee Who Play (Michael McClure),1966,1975
47085,1416,Deerskin (John Wieners),1966,1975
47088,1416,W.H. Auden,1966,1975
45429,1659,Crowd Looking at a Tied-Up Object,1966,1975
45430,1659,Hommage à Rodin,1966,1975
45431,1659,Ideas for Sculpture,1966,1975
45432,1659,Six Reclining Figures on Green Ground,1966,1975
45433,1659,Three Reclining Figures on Pedestals,1966,1975
45434,1659,Two Monumental Reclining Figures,1966,1975
45435,1659,Two Upright Motives,1966,1975
46872,1009,Tool Box 5,1966,1975
47076,1416,Mort,1966,1975
46825,997,Suite 66 VII,1966,1975
47077,1416,Pogany,1966,1975
47078,1416,Truman in the White House,1966,1975
47816,2043,Ziggurat 5,1966,1975
48285,880,Figure III,1966,1975
48286,880,Figure IV,1966,1975
48293,925,Close-Up I,1966,1975
45426,1659,Two Seated Figures,1951,1975
48294,925,Close-Up II,1966,1975
45427,1659,Reclining Figure,1951,1975
48295,925,Close-Up III,1966,1975
48296,925,Close-Up IV,1966,1975
48297,925,Close-Up V,1966,1975
48298,925,Close-Up VI,1966,1975
47783,1919,Looking Glass No. 6,1966,1975
46819,997,Suite 66 I,1966,1975
46820,997,Suite 66 II,1966,1975
48669,1774,Ironbridge,1966,1975
47082,1416,Star Betelgeuse (Robert Duncan),1966,1975
47081,1416,Revolt on the Clyde (Hugh McDiarmid),1966,1975
47080,1416,Ed Dorn,1966,1975
47079,1416,For Love (Robert Creeley),1966,1975
45436,1659,Two Seated Women,1966,1975
48670,1774,Swansea Chapel,1966,1975
47486,1738,[no title],1967,1975
47488,1738,[no title],1967,1975
46798,925,Richard III,1967,1975
46786,925,Derrynan II,1967,1975
46785,925,Derrynan I,1967,1975
47472,1738,[no title],1967,1975
47473,1738,[no title],1967,1975
47474,1738,[no title],1967,1975
47475,1738,[no title],1967,1975
47476,1738,[no title],1967,1975
57436,1622,Standing Female Nude in a Landscape,1940,1975
47477,1738,[no title],1967,1975
47478,1738,[no title],1967,1975
47479,1738,[no title],1967,1975
46775,924,Print 8,1967,1975
47480,1738,[no title],1967,1975
46797,925,Richard II,1967,1975
47481,1738,[no title],1967,1975
47718,1836,Origin of a Rose,1967,1975
47819,2043,New York Decals 1 and 2,1967,1975
47717,1836,Landscape,1967,1975
46801,925,Richard VI,1967,1975
47716,1836,Jardin Sous la Pluie,1967,1975
46789,925,Derrynan III,1967,1975
47457,1738,[no title],1967,1975
46800,925,Richard V,1967,1975
47460,1738,[no title],1967,1975
46799,925,Richard IV,1967,1975
47448,1738,[no title],1967,1975
47458,1738,[no title],1967,1975
47453,1738,[no title],1967,1975
47454,1738,[no title],1967,1975
47543,1744,Points of Contact No. 11,1967,1975
47544,1744,Points of Contact No. 12,1967,1975
46802,925,Richard VII,1967,1975
47529,1738,War Games Revised,1967,1975
47455,1738,[no title],1967,1975
46788,925,Derrynan III,1967,1975
46670,680,Crivelli’s Room II,1967,1975
46791,925,Derrynan IV,1967,1975
47456,1738,[no title],1967,1975
46671,680,Damask,1967,1975
46672,680,Khuds,1967,1975
46673,680,Lorenzo the Magnificent and Niccolo the Gear,1967,1975
46790,925,Derrynan III,1967,1975
47447,1738,[no title],1967,1975
47715,1836,Clair de Lune,1967,1975
47461,1738,[no title],1967,1975
48539,1461,Pineapple Poll,1937,1975
46774,924,Print 7,1967,1975
47506,1738,[no title],1967,1975
44711,668,Map of Thirty-Six Square Mile Surface Area of Pacific Ocean West of Oahu,1967,1975
46439,759,Broad Street Line,1967,1975
46440,972,First Out of the Box,1967,1975
46441,1368,Legs,1967,1975
46442,1562,Midsummer,1967,1975
57439,1704,Moonlight and Lamplight,1937,1975
46443,1925,Wall Split,1967,1975
46444,1989,Domenico,1967,1975
44712,668,Map to Not Indicate,1967,1975
44666,2065,Bicycle Shop,1937,1975
44667,2065,Figures,1937,1975
48796,1988,Courtroom Scene from Alice in Wonderland,1967,1975
44665,2065,Valentine,1936,1975
48795,1980,Bestiary,1967,1975
44710,2075,Yellow Leaf Form,1967,1975
44708,2075,"Leaves, Blue",1967,1975
47471,1738,[no title],1967,1975
46776,924,Print 9,1967,1975
47439,1738,[no title],1967,1975
47441,1738,[no title],1967,1975
47522,1738,A Formula that can shatter into a million glass bullets,1967,1975
47521,1738,"883. Whipped Cream, a Taste of Honey, Peanuts, Lemon Tea, Others",1967,1975
47462,1738,[no title],1967,1975
47463,1738,[no title],1967,1975
47446,1738,[no title],1967,1975
47464,1738,[no title],1967,1975
47465,1738,[no title],1967,1975
47466,1738,[no title],1967,1975
47467,1738,[no title],1967,1975
57422,971,Mountain Lake,1938,1975
47445,1738,[no title],1967,1975
44668,2065,Somnambulist I,1937,1975
44669,2065,Somnambulist II,1937,1975
47444,1738,[no title],1967,1975
47468,1738,[no title],1967,1975
47469,1738,[no title],1967,1975
47470,1738,[no title],1967,1975
47443,1738,[no title],1967,1975
47442,1738,[no title],1967,1975
47440,1738,[no title],1967,1975
47487,1738,[no title],1967,1975
47505,1738,[no title],1967,1975
47524,1738,Memory Matrix,1967,1975
47501,1738,[no title],1967,1975
47502,1738,[no title],1967,1975
47826,2043,Sky 3,1967,1975
47827,2043,"Transparency, Clip-o-Matic Lips",1967,1975
47503,1738,[no title],1967,1975
47828,2043,"Transparency, Empire State Building",1967,1975
47663,1774,Eye and Camera: Flame Four,1967,1975
47662,1774,Eye and Camera: Blue to Yellow,1967,1975
57451,1274,Tides I,1946,1975
47504,1738,[no title],1967,1975
46769,924,Print 2,1967,1975
47513,1738,[no title],1967,1975
47512,1738,[no title],1967,1975
47511,1738,[no title],1967,1975
47510,1738,[no title],1967,1975
47509,1738,[no title],1967,1975
47508,1738,[no title],1967,1975
47507,1738,[no title],1967,1975
46793,925,Derrynan IV,1967,1975
47498,1738,[no title],1967,1975
45077,1949,Mare and Foal,1945,1975
45422,1659,Composition for a Poem by Herbert Read,1946,1975
47485,1738,[no title],1967,1975
47489,1738,[no title],1967,1975
46771,924,Print 4,1967,1975
45075,1873,Timber Felling,1946,1975
45080,2065,Harbour,1946,1975
45061,1174,Town Centre,1946,1975
45060,1149,Grey Horses,1946,1975
45059,1086,Monkeys,1946,1975
45062,1330,Harlequinade,1946,1975
45070,1675,The Ballet,1946,1975
45055,940,Striped Lily,1946,1975
47433,1738,[no title],1967,1975
45054,866,Fireside,1946,1975
45078,2047,Fisherman’s Hut,1946,1975
47432,1738,[no title],1967,1975
46731,873,The Hermit,1967,1975
45064,1392,Steamer,1946,1975
45065,1453,The Tower of London,1946,1975
47431,1738,[no title],1967,1975
47430,1738,[no title],1967,1975
47492,1738,[no title],1967,1975
47523,1738,Horizon of Expectations,1967,1975
46669,680,Crivelli’s Room I,1967,1975
47493,1738,[no title],1967,1975
47514,1738,[no title],1967,1975
47500,1738,[no title],1967,1975
46773,924,Print 6,1967,1975
46796,925,Richard I,1967,1975
47482,1738,[no title],1967,1975
47793,1991,Lessons of the Camp,1967,1975
47459,1738,[no title],1967,1975
47803,2005,Untitled,1967,1975
47452,1738,[no title],1967,1975
57418,663,This England: Portrait of an Owner,1943,1975
47451,1738,[no title],1967,1975
47450,1738,[no title],1967,1975
47449,1738,[no title],1967,1975
46787,925,Derrynan III,1967,1975
47528,1738,Sun City,1967,1975
45067,1533,Punch and Judy,1943,1975
47527,1738,Spontaneous Discrimination Non-Spontaneous Discrimination,1967,1975
47526,1738,7 pyramide in form einer aschtelskugel,1967,1975
47525,1738,Protocol Sentences,1967,1975
47665,1774,Travel Notes: Castle Ashby Avenue,1967,1975
57407,777,St Paul’s and River,1945,1975
47515,1738,[no title],1967,1975
47825,2043,Sky 2,1967,1975
47664,1774,Eye and Camera: Yellow and Green,1967,1975
47494,1738,[no title],1967,1975
47495,1738,[no title],1967,1975
47496,1738,[no title],1967,1975
45076,1879,Tractor in Landscape,1945,1975
46792,925,Derrynan IV,1967,1975
47497,1738,[no title],1967,1975
46772,924,Print 5,1967,1975
47499,1738,[no title],1967,1975
46795,925,Richard H,1967,1975
45072,1689,Window Plants,1945,1975
45063,1369,Fairground,1945,1975
46794,925,Derrynan V,1967,1975
47520,1738,Computer-Epoch,1967,1975
47519,1738,Poster,1967,1975
47666,1774,Travel Notes: Devil’s Bridge Waterfalls,1967,1975
46770,924,Print 3,1967,1975
47518,1738,Theory of Relativity,1967,1975
47517,1738,[no title],1967,1975
47516,1738,[no title],1967,1975
44664,2065,Spain,1936,1975
57391,1467,Corsham Model,1953,1975
48577,1645,Transylvanian Nude,1966,1975
47066,1416,Errata,1963,1975
47067,1416,Photographs and Philosophy,1963,1975
48614,1693,Landscape,1960,1975
47787,1959,PM Zoom,1963,1975
48282,880,Moon in Alabama,1963,1975
48590,1659,Two Seated Figures in Stone,1963,1975
48589,1659,Two Reclining Figures with River Background,1963,1975
48794,1980,Icarus III,1963,1975
48588,1659,Six Reclining Figures with Buff Background,1963,1975
48656,1774,"14. Fotheringhay, Northamptonshire: Medieval Stone",1964,1975
48305,932,Mysterious Figures,1960,1975
48306,932,Two Horsemen,1960,1975
48307,932,Woman,1960,1975
48553,1368,Untitled,1964,1975
48659,1774,"17. North Grimstone, Yorkshire (East Riding): the Depositition - Detail from the 12th Century Font",1964,1975
48666,1774,"24. St Mary’s, Paddington: by G.E. Street",1964,1975
48658,1774,"16. Easton, Portland, Dorset: St George Reforne, an 18th Century Church among the Quarries",1964,1975
48657,1774,"15. St Nicholas, Liverpool: Smoke-black Dockland Church",1964,1975
57430,865,Twenty Four Hours,1960,1975
47065,1416,Acheson Go Home,1963,1975
48226,659,Model and Her Reflection,1960,1975
48768,1916,Arran,1960,1975
48229,659,The Bullies,1961,1975
48638,1774,[title not known],1961,1975
45577,1659,Seventeen Reclining Figures,1963,1975
57450,667,Winged Being,1961,1975
45428,1659,Square Forms,1963,1975
57457,1131,Death or Glory,1963,1975
57447,1959,Gift Wrap,1963,1975
57446,1959,Piano,1963,1975
48291,921,Tideline,1961,1975
48289,919,"Charlotte Square, Edinburgh",1961,1975
48769,1916,Benbecula,1961,1975
48248,730,Five Stages,1961,1975
46899,1244,Adonis in Y fronts,1963,1975
48267,798,Untitled,1961,1975
48268,798,Untitled,1961,1975
48770,1916,Jura,1961,1975
48290,921,Electrical Area,1961,1975
48292,921,Wall and Scrap,1961,1975
48217,628,Untitled,1961,1975
48228,659,Boating Pond,1961,1975
47804,2043,Lufbery and Rickenbacker,1963,1975
48639,1774,Beach in Brittany,1961,1975
48227,659,Lovers by the Sea,1960,1975
48231,664,Balanced Figure,1960,1975
48662,1774,"20. St Anne’s, Limehouse, London: by Nicholas Hawksmoor",1964,1975
48661,1774,"19. Llangloffan, Pembrokeshire: the Baptist Chapel",1964,1975
48644,1774,"2. Gaddesby, Leicestershire: Medieval Stonework",1964,1975
48653,1774,"11. Inglesham, Wiltshire: A Rustic Medieval Interior",1964,1975
48652,1774,"10. Rudbaxton, Pembrokeshire: 17th Century Monument, 19th Century Furnishing",1964,1975
48651,1774,"9. Tickencote, Rutland: the Norman Chancel Arch",1964,1975
48650,1774,"8. Malmesbury, Wiltshire: the South Porch",1964,1975
48649,1774,"7. Llan-y-Blodwell, Shropshire: Mid 19th Century Furnishing and Painting",1964,1975
48648,1774,"6. St Kew, Cornwall: Church in a Hilly Landscape",1964,1975
48647,1774,"5. Exton, Rutland: Monument by Grinling Gibbons, 1686",1964,1975
48646,1774,"4. Warkton, Northamptonshire: Monument by Vangelder, 1775",1964,1975
46985,1312,Eight Red Arcs,1964,1975
46767,924,Taper,1964,1975
48643,1774,"1. Kilpeck, Herefordshire: the Norman South Door",1964,1975
48645,1774,"3. Redenhall, Norfolk: the Tower",1964,1975
47068,1416,Boys and Girls!,1964,1975
47069,1416,Disciple of Bernstein and Kautsky,1964,1975
47070,1416,Good God Where is the King!,1964,1975
47071,1416,Old and New Tables,1964,1975
46668,680,Untitled,1964,1975
48230,664,Seated Group,1960,1975
46818,997,Untitled,1964,1975
48488,1276,The Cart,1960,1975
48232,681,Greek Landscape I,1960,1975
48233,681,Greek Landscape II,1960,1975
48234,681,Greek Landscape III,1960,1975
44803,1591,Untitled A,1964,1975
48660,1774,"18. Gedney, Lincolnshire: a Tower in the Fens",1964,1975
47031,1368,Dream T-Shirt,1964,1975
48249,760,Italian Landscape,1960,1975
48250,760,Fifeshire Farm,1960,1975
48252,760,Roman Wall I,1960,1975
48253,760,"Dark Hill, Fifeshire",1960,1975
48254,760,Roman Wall II - Walltown,1960,1975
48490,1276,Two Miners,1960,1975
48665,1774,"23. St James the Less, Westminster: by G.E. Street",1964,1975
48664,1774,"22. St Matthias, Stoke Newington, London: by William Butterfield",1964,1975
48489,1276,Two Miners,1960,1975
48558,932,Head of Absalom,1960,1975
48559,1537,Still Life I,1960,1975
48560,1537,Still Life II,1960,1975
48663,1774,"21. Christ Church, Spitalfields, London: by Nicholas Hawksmoor",1964,1975
44804,1591,Untitled B,1964,1975
47072,1416,Yaller Bird,1964,1975
48492,1276,Mother and Child,1961,1975
48640,1774,"San Marco, Venice",1961,1975
50315,1738,[no title],1962,1975
50316,1738,[no title],1962,1975
50317,1738,[no title],1962,1975
50318,1738,[no title],1962,1975
50319,1738,[no title],1962,1975
50320,1738,[no title],1962,1975
48318,979,Bird Noises,1963,1975
50321,1738,[no title],1962,1975
50309,1738,[no title],1962,1975
50346,1738,[no title],1962,1975
48771,1916,Barra,1962,1975
48278,844,Italian Girl,1962,1975
48277,844,Figure in Space,1962,1975
48772,1916,Mingulay,1962,1975
48251,760,Staithes,1962,1975
50322,1738,[no title],1962,1975
50323,1738,[no title],1962,1975
50324,1738,[no title],1962,1975
50325,1738,[no title],1962,1975
50314,1738,[no title],1962,1975
48538,1457,Winter Landscape,1962,1975
50313,1738,[no title],1962,1975
48218,628,Screen I,1962,1975
48584,1659,Five Reclining Figures,1963,1975
48586,1659,Six Reclining Figures,1963,1975
48583,1659,Seventeen Reclining Figures with Architectural Background,1963,1975
47291,1708,Convict and Cave,1963,1975
47294,1708,Woman,1963,1975
47292,1708,Elephant,1963,1975
47293,1708,Ned Kelly Washing Feet,1963,1975
48689,1836,Trafalgar Square (trial proof),1962,1975
50349,1738,[no title],1962,1975
50350,1738,[no title],1962,1975
50348,1738,[no title],1962,1975
48688,1836,Trafalgar Square,1962,1975
48534,1373,Essex Landscape,1962,1975
50347,1738,[no title],1962,1975
50308,1738,[no title],1962,1975
50310,1738,[no title],1962,1975
50311,1738,[no title],1962,1975
48220,628,Screen III,1962,1975
48219,628,Screen II,1962,1975
50312,1738,[no title],1962,1975
48491,1276,Two Seated Peasants,1961,1975
50337,1738,[no title],1962,1975
50339,1738,[no title],1962,1975
48793,1980,Icarus I,1963,1975
50468,1738,[no title],1962,1975
50467,1738,[no title],1962,1975
47402,1738,Conjectures to Identity,1963,1975
47401,1738,Hero as Riddle,1963,1975
48579,1659,Black on Red Image,1963,1975
48582,1659,Eight Reclining Figures with Architectural Background,1963,1975
48317,979,Sleep My Angel,1961,1975
46980,1312,Blue,1961,1975
46981,1312,Brown,1961,1975
46982,1312,Grey,1961,1975
46983,1312,Orange,1961,1975
56396,1255,Chess Board in Ochre,1961,1975
46984,1312,Yellow,1961,1975
48687,1836,Trafalgar Square,1961,1975
48581,1659,Two Standing Figures,1963,1975
48580,1659,Eight Reclining Figures on Rock Background,1963,1975
48637,1774,[title not known],1961,1975
48587,1659,Six Reclining Figures in Black,1963,1975
47400,1738,Inkwells Gold,1962,1975
50338,1738,[no title],1962,1975
47399,1738,Four Stills from the History of Nothing,1962,1975
48281,880,Untitled,1962,1975
50340,1738,[no title],1962,1975
50341,1738,[no title],1962,1975
48641,1774,Anglesey Beach,1962,1975
50342,1738,[no title],1962,1975
50343,1738,[no title],1962,1975
50344,1738,[no title],1962,1975
50345,1738,[no title],1962,1975
48585,1659,Single Form,1963,1975
50336,1738,[no title],1962,1975
50331,1738,[no title],1962,1975
50326,1738,[no title],1962,1975
50327,1738,[no title],1962,1975
50328,1738,[no title],1962,1975
50329,1738,[no title],1962,1975
50330,1738,[no title],1962,1975
50332,1738,[no title],1962,1975
50333,1738,[no title],1962,1975
50334,1738,[no title],1962,1975
50335,1738,[no title],1962,1975
48773,1916,Scalpay,1963,1975
48667,1774,"Crug Glas, Swansea",1966,1975
48655,1774,"13. Leckhampstead, Berkshire: a Victorian Church by S.S. Teulor",1964,1975
48225,659,The Last Stand of the Spoons,1959,1975
48931,1836,The Crooked Rose (colour variant),1965,1975
48930,1836,The Crooked Rose (colour variant),1965,1975
47775,1919,Blue and Violet Study,1965,1975
47298,1708,Illustration to ‘Pigeons for Hannah Arendt’ by Rilke,1965,1975
47297,1708,Illustration to ‘News from Mount Amiata’ by Mentale,1965,1975
48320,979,Celtic Dreamboat II,1965,1975
47223,1513,Flirtation,1965,1975
47224,1513,Relationships I,1965,1975
47811,2043,Rainbow Grill,1965,1975
47810,2043,PC from NYC,1965,1975
47809,2043,1/2 Ziggurat,1965,1975
47776,1919,Blue Green Modulation,1965,1975
47225,1513,Relationships II,1965,1975
48695,1836,And I am dumb to tell the crooked rose my youth is bent by the same wintry fever,1965,1975
48694,1836,The force that drives the water through the rocks,1965,1975
48693,1836,Blossom,1965,1975
48692,1836,The Crooked Rose,1965,1975
48691,1836,The force that through the green fuse drives the flower,1965,1975
48690,1836,The Author’s Prologue,1965,1975
48932,1836,Blossom (trial proof),1965,1975
47408,1738,Assembling Reminders for a Particular Purpose,1965,1975
48933,1836,Blossom (trial proof),1965,1975
47777,1919,Blue Scale,1965,1975
47300,1708,Illustration to the ‘Voyage by Beaudelaire’,1965,1975
47814,2043,Three Wrist Watches,1965,1975
48321,979,Celtic Dreamboat III,1965,1975
47813,2043,3D Geometry,1965,1975
